Date,Country,State/Province,Admin2,CasesCount,DeathsCount,RecoveryCount,TotalDosesCount,PartiallyVaccinatedCount,FullyVaccinatedCount,CasesCountSource,DeathsCountSource,RecoveryCountSource,TotalDosesCountSource,PartiallyVaccinatedCountSource,FullyVaccinatedCountSource,PopulationCount
2021-10-01,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-02,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-03,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-04,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-05,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-06,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-07,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-08,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-09,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-10,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-11,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-12,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-13,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-14,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-15,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-16,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-17,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-18,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-19,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-20,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-21,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-22,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-23,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-24,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-25,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-26,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-27,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-28,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-29,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-30,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-31,Afghanistan,TOTAL,,49273,1971,,,,,ECDC,ECDC,,,,,38041757
2021-10-01,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-02,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-03,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-04,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-05,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-06,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-07,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-08,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-09,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-10,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-11,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-12,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-13,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-14,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-15,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-16,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-17,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-18,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-19,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-20,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-21,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-22,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-23,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-24,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-25,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-26,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-27,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-28,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-29,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-30,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-31,Albania,TOTAL,,48530,1003,,,,,ECDC,ECDC,,,,,2880913
2021-10-01,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-02,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-03,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-04,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-05,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-06,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-07,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-08,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-09,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-10,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-11,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-12,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-13,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-14,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-15,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-16,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-17,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-18,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-19,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-20,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-21,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-22,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-23,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-24,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-25,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-26,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-27,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-28,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-29,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-30,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-31,Algeria,TOTAL,,92102,2596,,,,,ECDC,ECDC,,,,,43053054
2021-10-01,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-02,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-03,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-04,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-05,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-06,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-07,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-08,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-09,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-10,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-11,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-12,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-13,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-14,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-15,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-16,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-17,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-18,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-19,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-20,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-21,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-22,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-23,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-24,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-25,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-26,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-27,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-28,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-29,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-30,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-31,Andorra,TOTAL,,7338,79,,,,,ECDC,ECDC,,,,,77146
2021-10-01,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-02,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-03,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-04,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-05,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-06,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-07,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-08,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-09,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-10,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-11,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-12,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-13,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-14,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-15,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-16,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-17,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-18,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-19,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-20,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-21,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-22,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-23,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-24,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-25,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-26,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-27,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-28,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-29,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-30,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-31,Angola,TOTAL,,16188,371,,,,,ECDC,ECDC,,,,,31825299
2021-10-01,Anguilla,TOTAL,,10,0,,,,,ECDC,ECDC,,,,,14872
2021-10-02,Anguilla,TOTAL,,10,0,,,,,ECDC,ECDC,,,,,14872
2021-10-03,Anguilla,TOTAL,,10,0,,,,,ECDC,ECDC,,,,,14872
2021-10-04,Anguilla,TOTAL,,10,0,,,,,ECDC,ECDC,,,,,14872
