Date,Country,State/Province,Admin2,CasesCount,DeathsCount,RecoveryCount,TotalDosesCount,PartiallyVaccinatedCount,FullyVaccinatedCount,CasesCountSource,DeathsCountSource,RecoveryCountSource,TotalDosesCountSource,PartiallyVaccinatedCountSource,FullyVaccinatedCountSource,PopulationCount
2020-10-01,Afghanistan,TOTAL,,39268,1458,,,,,ECDC,ECDC,,,,,38041757
2020-10-02,Afghanistan,TOTAL,,39285,1458,,,,,ECDC,ECDC,,,,,38041757
2020-10-03,Afghanistan,TOTAL,,39290,1458,,,,,ECDC,ECDC,,,,,38041757
2020-10-04,Afghanistan,TOTAL,,39297,1462,,,,,ECDC,ECDC,,,,,38041757
2020-10-05,Afghanistan,TOTAL,,39341,1462,,,,,ECDC,ECDC,,,,,38041757
2020-10-06,Afghanistan,TOTAL,,39486,1467,,,,,ECDC,ECDC,,,,,38041757
2020-10-07,Afghanistan,TOTAL,,39548,1469,,,,,ECDC,ECDC,,,,,38041757
2020-10-08,Afghanistan,TOTAL,,39616,1470,,,,,ECDC,ECDC,,,,,38041757
2020-10-09,Afghanistan,TOTAL,,39693,1472,,,,,ECDC,ECDC,,,,,38041757
2020-10-10,Afghanistan,TOTAL,,39703,1473,,,,,ECDC,ECDC,,,,,38041757
2020-10-11,Afghanistan,TOTAL,,39703,1473,,,,,ECDC,ECDC,,,,,38041757
2020-10-12,Afghanistan,TOTAL,,39799,1477,,,,,ECDC,ECDC,,,,,38041757
2020-10-13,Afghanistan,TOTAL,,39928,1480,,,,,ECDC,ECDC,,,,,38041757
2020-10-14,Afghanistan,TOTAL,,39994,1480,,,,,ECDC,ECDC,,,,,38041757
2020-10-15,Afghanistan,TOTAL,,40026,1481,,,,,ECDC,ECDC,,,,,38041757
2020-10-16,Afghanistan,TOTAL,,40026,1481,,,,,ECDC,ECDC,,,,,38041757
2020-10-17,Afghanistan,TOTAL,,40073,1485,,,,,ECDC,ECDC,,,,,38041757
2020-10-18,Afghanistan,TOTAL,,40141,1488,,,,,ECDC,ECDC,,,,,38041757
2020-10-19,Afghanistan,TOTAL,,40200,1492,,,,,ECDC,ECDC,,,,,38041757
2020-10-20,Afghanistan,TOTAL,,40287,1497,,,,,ECDC,ECDC,,,,,38041757
2020-10-21,Afghanistan,TOTAL,,40375,1499,,,,,ECDC,ECDC,,,,,38041757
2020-10-22,Afghanistan,TOTAL,,40510,1501,,,,,ECDC,ECDC,,,,,38041757
2020-10-23,Afghanistan,TOTAL,,40626,1505,,,,,ECDC,ECDC,,,,,38041757
2020-10-24,Afghanistan,TOTAL,,40687,1507,,,,,ECDC,ECDC,,,,,38041757
2020-10-25,Afghanistan,TOTAL,,40768,1511,,,,,ECDC,ECDC,,,,,38041757
2020-10-26,Afghanistan,TOTAL,,40833,1514,,,,,ECDC,ECDC,,,,,38041757
2020-10-27,Afghanistan,TOTAL,,41032,1522,,,,,ECDC,ECDC,,,,,38041757
2020-10-28,Afghanistan,TOTAL,,41145,1529,,,,,ECDC,ECDC,,,,,38041757
2020-10-29,Afghanistan,TOTAL,,41145,1529,,,,,ECDC,ECDC,,,,,38041757
2020-10-30,Afghanistan,TOTAL,,41268,1532,,,,,ECDC,ECDC,,,,,38041757
2020-10-31,Afghanistan,TOTAL,,41425,1536,,,,,ECDC,ECDC,,,,,38041757
2020-10-01,Albania,TOTAL,,13649,387,,,,,ECDC,ECDC,,,,,2880913
2020-10-02,Albania,TOTAL,,13806,388,,,,,ECDC,ECDC,,,,,2880913
2020-10-03,Albania,TOTAL,,13965,389,,,,,ECDC,ECDC,,,,,2880913
2020-10-04,Albania,TOTAL,,14117,392,,,,,ECDC,ECDC,,,,,2880913
2020-10-05,Albania,TOTAL,,14266,396,,,,,ECDC,ECDC,,,,,2880913
2020-10-06,Albania,TOTAL,,14410,400,,,,,ECDC,ECDC,,,,,2880913
2020-10-07,Albania,TOTAL,,14568,403,,,,,ECDC,ECDC,,,,,2880913
2020-10-08,Albania,TOTAL,,14730,407,,,,,ECDC,ECDC,,,,,2880913
2020-10-09,Albania,TOTAL,,14899,411,,,,,ECDC,ECDC,,,,,2880913
2020-10-10,Albania,TOTAL,,15066,413,,,,,ECDC,ECDC,,,,,2880913
2020-10-11,Albania,TOTAL,,15231,416,,,,,ECDC,ECDC,,,,,2880913
2020-10-12,Albania,TOTAL,,15399,420,,,,,ECDC,ECDC,,,,,2880913
2020-10-13,Albania,TOTAL,,15570,424,,,,,ECDC,ECDC,,,,,2880913
2020-10-14,Albania,TOTAL,,15752,429,,,,,ECDC,ECDC,,,,,2880913
2020-10-15,Albania,TOTAL,,15955,434,,,,,ECDC,ECDC,,,,,2880913
2020-10-16,Albania,TOTAL,,16212,439,,,,,ECDC,ECDC,,,,,2880913
2020-10-17,Albania,TOTAL,,16501,443,,,,,ECDC,ECDC,,,,,2880913
2020-10-18,Albania,TOTAL,,16774,448,,,,,ECDC,ECDC,,,,,2880913
2020-10-19,Albania,TOTAL,,17055,451,,,,,ECDC,ECDC,,,,,2880913
2020-10-20,Albania,TOTAL,,17350,454,,,,,ECDC,ECDC,,,,,2880913
2020-10-21,Albania,TOTAL,,17651,458,,,,,ECDC,ECDC,,,,,2880913
2020-10-22,Albania,TOTAL,,17948,462,,,,,ECDC,ECDC,,,,,2880913
2020-10-23,Albania,TOTAL,,18250,465,,,,,ECDC,ECDC,,,,,2880913
2020-10-24,Albania,TOTAL,,18556,469,,,,,ECDC,ECDC,,,,,2880913
2020-10-25,Albania,TOTAL,,18858,473,,,,,ECDC,ECDC,,,,,2880913
2020-10-26,Albania,TOTAL,,19157,477,,,,,ECDC,ECDC,,,,,2880913
2020-10-27,Albania,TOTAL,,19445,480,,,,,ECDC,ECDC,,,,,2880913
2020-10-28,Albania,TOTAL,,19729,487,,,,,ECDC,ECDC,,,,,2880913
2020-10-29,Albania,TOTAL,,20040,493,,,,,ECDC,ECDC,,,,,2880913
2020-10-30,Albania,TOTAL,,20315,499,,,,,ECDC,ECDC,,,,,2880913
2020-10-31,Albania,TOTAL,,20634,502,,,,,ECDC,ECDC,,,,,2880913
2020-10-01,Algeria,TOTAL,,51530,1734,,,,,ECDC,ECDC,,,,,43053054
